SoldPricePerSqft,PctForeclosured,PctIncreasing,Metro,County,Turnover,Month,PctDecreasing,ListingPricePerSqft,PctPriceReductions,ForeclosuresRatio,State,PriceToRentRatio,SaleToListRatio,ListingPrice,NumberForRent,SoldPrice,City,Year,Quarter
58.404558400000006,0.0,17.4,Detroit,Saint Clair,2.658,4,73.82,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,100603.5,Port Huron Township,2007,2
58.404558400000006,0.0,20.06,Detroit,Saint Clair,2.4442,5,70.34,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,115674.95,Port Huron Township,2007,2
58.404558400000006,0.0,17.68,Detroit,Saint Clair,2.184,6,74.14,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,128278.55,Port Huron Township,2007,2
58.404558400000006,0.0,12.64,Detroit,Saint Clair,1.9888,7,82.01,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,123200.0,Port Huron Township,2007,3
58.404558400000006,0.0,12.62,Detroit,Saint Clair,1.9888,8,81.27,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,115450.0,Port Huron Township,2007,3
58.404558400000006,0.0,9.82,Detroit,Saint Clair,2.026,9,85.67,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,103450.0,Port Huron Township,2007,3
58.404558400000006,0.0,17.6,Detroit,Saint Clair,1.868,10,74.94,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,113015.0,Port Huron Township,2007,4
58.404558400000006,0.0,15.26,Detroit,Saint Clair,1.8773,11,77.52,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,106335.0,Port Huron Township,2007,4
58.404558400000006,0.0,3.72,Detroit,Saint Clair,1.8216,12,94.35,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,107500.0,Port Huron Township,2007,4
58.404558400000006,0.0,3.29,Detroit,Saint Clair,1.7751,1,95.29,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,97850.0,Port Huron Township,2008,1
58.404558400000006,0.0,3.33,Detroit,Saint Clair,1.8309,2,95.31,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,94465.0,Port Huron Township,2008,1
58.404558400000006,0.0,2.57,Detroit,Saint Clair,1.8959,3,96.01,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,101735.0,Port Huron Township,2008,1
58.404558400000006,0.0,1.2,Detroit,Saint Clair,1.9517,4,98.34,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,100440.0,Port Huron Township,2008,2
58.404558400000006,0.0,0.82,Detroit,Saint Clair,1.9703,5,98.96,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,89710.0,Port Huron Township,2008,2
58.404558400000006,0.0,1.41,Detroit,Saint Clair,2.1468,6,97.8,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,90825.0,Port Huron Township,2008,2
58.404558400000006,0.0,0.45,Detroit,Saint Clair,2.2862,7,99.29,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,82550.0,Port Huron Township,2008,3
58.404558400000006,0.0,0.6,Detroit,Saint Clair,2.2584,8,99.2,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,83675.0,Port Huron Township,2008,3
58.404558400000006,0.0,5.96,Detroit,Saint Clair,2.2398,9,90.97,0.0,0.0,0.0,MI,0.0,0.0,0,0.0,73900.0,Port Huron Township,2008,3
58.404558400000006,0.0,1.15,Detroit,Saint Clair,2.3978,10,98.3,77.60517799,0.0,0.0,MI,0.0,0.913333333,79900,0.0,73800.0,Port Huron Township,2008,4
58.404558400000006,0.0,0.33,Detroit,Saint Clair,2.3048,11,99.49,76.25,0.0,0.0,MI,0.0,0.9069444440000001,74900,0.0,65100.0,Port Huron Township,2008,4
58.404558400000006,0.0,0.23,Detroit,Saint Clair,2.3699,12,99.69,79.00746596,0.0,0.0,MI,0.0,0.9005555559999999,80000,0.0,68525.0,Port Huron Township,2008,4
58.404558400000006,0.0,0.14,Detroit,Saint Clair,2.5279,1,99.83,78.77501516,0.0,0.0,MI,0.0,0.894166667,84900,0.0,64393.75,Port Huron Township,2009,1
58.404558400000006,0.0,0.38,Detroit,Saint Clair,2.4721,2,99.39,78.55504587,0.0,0.0,MI,0.0,0.887777778,80000,0.0,60262.5,Port Huron Township,2009,1
58.404558400000006,0.0,1.87,Detroit,Saint Clair,2.4721,3,97.54,78.55504587,0.0,0.0,MI,0.0,0.881388889,89900,0.0,56131.25,Port Huron Township,2009,1
58.404558400000006,0.0,1.96,Detroit,Saint Clair,2.5093,4,97.47,76.41176471,0.0,0.0,MI,0.0,0.875,89900,0.0,52000.0,Port Huron Township,2009,2
58.404558400000006,0.0,2.13,Detroit,Saint Clair,2.6005,5,97.35,74.95,0.0,0.0,MI,0.0,0.9119,86000,0.0,45235.2941,Port Huron Township,2009,2
58.404558400000006,0.0,3.65,Detroit,Saint Clair,2.5448,6,95.28,72.11191336,0.0,0.0,MI,0.0,0.9261,84900,0.0,59425.0,Port Huron Township,2009,2
58.404558400000006,0.0,14.9,Detroit,Saint Clair,2.6316,7,80.89,72.81341108,0.0,0.0,MI,0.0,0.9403,87000,0.0,72290.0,Port Huron Township,2009,3
49.9593,0.0,12.8,Detroit,Saint Clair,2.6964,8,83.63,67.99637353,0.0,0.0,MI,0.0,0.9618,79900,0.0,73155.0,Port Huron Township,2009,3
53.35265,0.0,12.5,Detroit,Saint Clair,2.7352,9,84.65,66.57142857,0.0,0.0,MI,0.0,0.9632,79900,0.0,85744.0,Port Huron Township,2009,3
56.746,0.0,27.36,Detroit,Saint Clair,2.6972,10,67.29,68.26119969999999,0.0,0.0,MI,0.0,0.9490000000000001,79900,0.0,95176.0,Port Huron Township,2009,4
56.72926134,0.0,45.78,Detroit,Saint Clair,2.7342,11,48.48,69.38888889,0.0,0.0,MI,0.0,0.9461,84900,0.0,84500.0,Port Huron Township,2009,4
56.71252267,0.0,73.51,Detroit,Saint Clair,2.7064,12,22.02,74.80176211,0.0,0.0,MI,0.0,0.951,89000,0.0,101000.0,Port Huron Township,2009,4
56.69578401,0.0,88.17,Detroit,Saint Clair,2.8081,1,9.9,76.38731597,0.0,0.0,MI,0.0,0.9559,79900,0.0,84145.0,Port Huron Township,2010,1
56.67904534,0.0,77.28,Detroit,Saint Clair,2.8801,2,18.62,69.07114625,15.7895,0.0,MI,0.0,0.94255,72500,12.0,84358.75,Port Huron Township,2010,1
56.66230668,0.0,55.09,Detroit,Saint Clair,3.1386,3,37.72,72.8125,14.2494,0.0,MI,0.0,0.9292,74900,12.0,84572.5,Port Huron Township,2010,1
56.64556801,0.0,63.63,Detroit,Saint Clair,3.3324,4,30.25,72.8125,15.8986,0.0,MI,0.0,0.9229999999999999,79900,12.0,84786.25,Port Huron Township,2010,2
56.62882935,0.0,62.61,Detroit,Saint Clair,3.4063,5,31.27,72.5205612,15.0905,0.0,MI,0.0,0.9288,84900,12.0,85000.0,Port Huron Township,2010,2
56.61209068,0.0,64.65,Detroit,Saint Clair,3.5816,6,29.21,74.70741222,16.7315,0.0,MI,0.0,0.9593,89900,12.0,74117.6471,Port Huron Township,2010,2
55.881886800000004,0.0,68.15,Detroit,Saint Clair,3.4616,7,25.17,70.74275362,18.5118,0.0,MI,0.0,0.9402,89900,12.0,87001.13125,Port Huron Township,2010,3
55.15168292,0.0,74.54,Detroit,Saint Clair,3.4247,8,20.15,66.57777778,14.8862,0.0,MI,0.0,0.9211,79900,12.0,99884.6154,Port Huron Township,2010,3
54.42147905,0.0,47.1,Detroit,Saint Clair,3.2856,9,43.0,62.72727273,14.5516,0.0,MI,0.0,0.92185,77900,14.0,84546.15385,Port Huron Township,2010,3
53.69127517,0.0,26.03,Detroit,Saint Clair,3.4241,10,68.35,58.0625,14.2405,0.0,MI,6.98,0.9226,74900,15.0,69207.6923,Port Huron Township,2010,4
56.30511442,0.0,24.86,Detroit,Saint Clair,3.3226,11,70.05,58.0625,13.6812,0.0,MI,7.0,0.93535,72900,17.0,85026.92305,Port Huron Township,2010,4
58.91895367,0.0,27.83,Detroit,Saint Clair,3.4836,12,65.72,54.45454545,14.0252,0.0,MI,6.54,0.9481,68000,17.0,100846.1538,Port Huron Township,2010,4
61.53279293,0.0,25.09,Detroit,Saint Clair,3.4008,1,68.97,51.15384615,13.7119,0.0,MI,6.82,0.9406,59900,17.0,80294.1176,Port Huron Township,2011,1
53.25094646,0.0,26.07,Detroit,Saint Clair,3.3358,2,67.75,49.65457686,13.6968,0.0,MI,7.94,0.9552,59900,17.0,60920.1357,Port Huron Township,2011,1
44.9691,0.0,24.28,Detroit,Saint Clair,3.2819,3,69.43,46.50512582,13.0818,0.0,MI,7.28,0.9507,59900,15.0,41546.1538,Port Huron Township,2011,1
48.266000000000005,0.0,29.68,Detroit,Saint Clair,3.1802,4,63.43,51.20879121,11.8227,0.0,MI,6.72,0.9569,59900,21.0,59273.0769,Port Huron Township,2011,2
51.5629,0.0,28.47,Detroit,Saint Clair,3.1987,5,64.62,51.20879121,12.4845,0.0,MI,6.42,0.9586,59900,27.0,77000.0,Port Huron Township,2011,2
54.2503,0.0,9.88,Detroit,Saint Clair,3.097,6,87.33,58.03225806,10.084,0.0,MI,6.44,0.9390000000000001,69500,33.0,72038.46155,Port Huron Township,2011,2
56.9377,0.0,7.9,Detroit,Saint Clair,3.2622,7,89.17,57.71643664,8.4615,0.0,MI,6.18,0.9421,69900,39.0,67076.9231,Port Huron Township,2011,3
56.3601,0.0,9.17,Detroit,Saint Clair,3.2437,8,86.42,60.75,8.6514,0.0,MI,5.87,0.9465,74900,45.0,71970.5882,Port Huron Township,2011,3
64.2473,0.0,5.58,Detroit,Saint Clair,3.4034,9,92.4,61.5942029,7.8547,0.0,MI,6.23,0.9355,74900,51.0,81075.0,Port Huron Township,2011,3
63.720134200000004,0.0,11.79,Detroit,Saint Clair,3.4588,10,84.34,62.0,6.6722,0.0,MI,7.08,0.9485,72900,57.0,71800.0,Port Huron Township,2011,4
63.19296841,0.0,14.15,Detroit,Saint Clair,3.5602,11,81.78,60.59782609,7.9426,0.0,MI,7.31,0.9768,69000,66.0,59500.0,Port Huron Township,2011,4
62.66580261,0.0,5.47,Detroit,Saint Clair,3.4772,12,92.62,65.32710279999999,9.3381,0.0,MI,7.23,0.9565,68900,49.0,54600.0,Port Huron Township,2011,4
62.13863682,0.0,4.62,Detroit,Saint Clair,4.7039,1,93.92,65.9586682,10.3943,0.0,MI,7.12,0.9468,66000,48.0,49700.0,Port Huron Township,2012,1
61.61147102,0.0,10.61,Detroit,Saint Clair,4.7259,2,86.49,58.16666667,10.3832,0.0,MI,6.99,0.9324,59900,54.0,44800.0,Port Huron Township,2012,1
61.08430522,0.0,20.29,Detroit,Saint Clair,4.6154,3,75.11,59.74358974,10.285,0.0,MI,6.95,0.9322,59900,42.0,39900.0,Port Huron Township,2012,1
60.55713943,0.0,23.77,Detroit,Saint Clair,4.5128,4,71.93,58.16666667,9.7345,0.0,MI,6.76,0.9424,59900,35.0,52900.0,Port Huron Township,2012,2
60.02997363,0.0,28.31,Detroit,Saint Clair,4.4391,5,66.42,57.674552799999994,11.2137,0.0,MI,6.34,0.9678,59900,37.0,68988.46155,Port Huron Township,2012,2
59.50280784,0.0,29.29,Detroit,Saint Clair,4.5019,6,65.95,58.7797619,11.2882,0.0,MI,6.24,0.9633,59900,58.0,85076.9231,Port Huron Township,2012,2
58.97564204,0.0,24.85,Detroit,Saint Clair,4.2974,7,69.71,60.79365079,11.4754,0.0,MI,6.88,0.9539,64900,58.0,75846.15385,Port Huron Township,2012,3
58.44847624,0.0,20.76,Detroit,Saint Clair,4.3518,8,73.95,57.42411813,13.1728,0.0,MI,6.91,0.966,59900,42.0,66615.3846,Port Huron Township,2012,3
57.92131045,0.0,28.46,Detroit,Saint Clair,4.2935,9,65.36,55.47008547,11.4731,0.0,MI,6.74,0.966,64500,41.0,66647.0588,Port Huron Township,2012,3
57.39414465,0.0,31.06,Detroit,Saint Clair,4.3654,10,63.05,57.347876,12.5547,0.0,MI,6.91,0.9535,64900,51.0,71550.0,Port Huron Township,2012,4
56.86697885,0.0,44.19,Detroit,Saint Clair,4.4110000000000005,11,50.67,61.25,13.8535,0.0,MI,6.86,0.9434,69000,55.0,81050.0,Port Huron Township,2012,4
56.33981306,0.0,80.93,Detroit,Saint Clair,4.4269,12,15.83,58.91238671,12.0721,0.0,MI,6.84,0.9376,69900,86.0,72800.0,Port Huron Township,2012,4
55.81264726,0.0,53.96,Detroit,Saint Clair,4.8153,1,40.85,57.42411813,12.6214,0.0,MI,6.74,0.9266,64900,127.0,64950.0,Port Huron Township,2013,1
55.28548147,0.0,56.306000000000004,Detroit,Saint Clair,4.9684,2,38.236,58.17391304,15.0895,0.0,MI,5.96,0.9008,62900,65.0,63025.0,Port Huron Township,2013,1
54.75831567,0.0,58.652,Detroit,Saint Clair,5.0004,3,35.622,57.42411813,17.0604,0.0,MI,6.35,0.9167,59900,28.0,62475.0,Port Huron Township,2013,1
54.23114987,0.0,60.998000000000005,Detroit,Saint Clair,4.9225,4,33.008,60.43859649,15.2709,0.0,MI,6.52,0.9432,65000,58.0,81050.0,Port Huron Township,2013,2
53.70398408,0.0,63.343999999999994,Detroit,Saint Clair,5.1019,5,30.394000000000002,64.07953817,15.6627,0.0,MI,6.6,0.9454,69900,43.0,81615.0,Port Huron Township,2013,2
53.17681828,0.0,65.69,Detroit,Saint Clair,5.2816,6,27.78,62.84067086,15.5405,0.0,MI,6.97,0.9586,70000,45.0,67985.0,Port Huron Township,2013,2
52.64965249,0.0,67.29,Detroit,Saint Clair,5.4019,7,26.2,57.42411813,16.5198,0.0,MI,6.82,0.9631,69500,53.0,62475.0,Port Huron Township,2013,3
52.12248669,0.0,67.08,Detroit,Saint Clair,5.3163,8,26.04,57.347876,18.4211,0.0,MI,6.69,0.9454,69900,46.0,68275.0,Port Huron Township,2013,3
51.59532089,0.0,65.67,Detroit,Saint Clair,5.3848,9,27.99,54.24901186,20.0903,0.0,MI,6.56,0.9311,63900,18.0,63000.0,Port Huron Township,2013,3
51.068155100000006,0.0,71.38,Detroit,Saint Clair,5.3763,10,22.51,55.05181347,20.3947,0.0,MI,6.57,0.9298,60000,20.0,76650.0,Port Huron Township,2013,4
50.5409893,0.0,70.67,Detroit,Saint Clair,5.1109,11,23.61,49.62311558,22.8448,0.0,MI,6.85,0.9277,59900,18.0,78150.0,Port Huron Township,2013,4
50.01382351,0.0,72.66,Detroit,Saint Clair,5.0424,12,22.41,49.92548435,19.6721,0.0,MI,7.38,0.924,59900,25.0,71987.5,Port Huron Township,2013,4
49.48665771,0.0,72.94,Detroit,Saint Clair,4.9054,1,22.18,44.32989691,19.3237,0.0,MI,7.36,0.9421,58000,37.0,65825.0,Port Huron Township,2014,1
48.95949191,0.0,69.28,Detroit,Saint Clair,4.7427,2,24.74,49.9,16.2437,0.0,MI,7.57,0.9416,59900,32.0,59662.5,Port Huron Township,2014,1
48.43232612,0.0,66.86,Detroit,Saint Clair,4.6058,3,27.15,49.91666667,15.1832,0.0,MI,7.98,0.9526,58000,25.0,53500.0,Port Huron Township,2014,1
47.90516032,0.0,73.46,Detroit,Saint Clair,4.5801,4,21.44,42.59656652,11.7801,0.0,MI,7.48,0.9444,59900,16.0,56117.6471,Port Huron Township,2014,2
47.37799453,0.0,75.75,Detroit,Saint Clair,4.4774,5,19.8,54.45454545,12.8079,0.0,MI,8.02,0.9597,65000,21.0,61307.5,Port Huron Township,2014,2
46.85082873,0.0,78.58,Detroit,Saint Clair,4.426,6,17.54,55.81222057,14.4208,0.0,MI,8.04,0.9638,69900,29.0,68792.5,Port Huron Township,2014,2
46.85082873,0.0,78.01,Detroit,Saint Clair,4.4346,7,18.14,51.98863636,20.2703,0.0,MI,7.95,0.9788,65000,30.0,65300.0,Port Huron Township,2014,3
46.85082873,0.0,77.94,Detroit,Saint Clair,4.4688,8,18.2,52.36842105,20.1357,0.0,MI,8.13,0.9792,69900,40.0,70750.0,Port Huron Township,2014,3
46.85082873,0.0,77.75,Detroit,Saint Clair,4.5116,9,18.33,53.97301349,22.4944,0.0,MI,7.0,0.9707,70000,31.0,77400.0,Port Huron Township,2014,3
46.85082873,0.0,73.89,Detroit,Saint Clair,4.3832,10,21.89,56.37096774,21.6387,0.0,MI,7.34,0.9578,71900,32.0,95575.0,Port Huron Township,2014,4
46.85082873,0.0,71.57,Detroit,Saint Clair,4.4431,11,23.78,57.59615385,19.9584,0.0,MI,7.48,0.9655,69900,30.0,85875.0,Port Huron Township,2014,4
46.85082873,0.0,63.38,Detroit,Saint Clair,4.4602,12,32.12,58.15412186,19.5021,0.0,MI,7.6,0.9462,69900,28.0,83500.0,Port Huron Township,2014,4
46.85082873,0.0,65.11,Detroit,Saint Clair,4.4517,1,31.03,58.15412186,19.1489,0.0,MI,7.77,0.9495,69900,37.0,75250.0,Port Huron Township,2015,1
46.85082873,0.0,66.38,Detroit,Saint Clair,4.4688,2,29.91,58.15412186,17.8879,0.0,MI,7.62,0.9219,69900,22.0,73740.3846,Port Huron Township,2015,1
46.85082873,0.0,67.42,Detroit,Saint Clair,4.4346,3,28.92,0.0,0.0,0.0,MI,7.09,0.0,0,25.0,72230.7692,Port Huron Township,2015,1
46.85082873,0.0,66.8,Detroit,Saint Clair,4.64,4,28.13,0.0,0.0,0.0,MI,6.89,0.0,0,17.0,77076.4706,Port Huron Township,2015,2
46.85082873,0.0,66.91,Detroit,Saint Clair,4.5202,5,27.35,0.0,0.0,0.0,MI,7.03,0.0,0,21.0,71435.0,Port Huron Township,2015,2
46.85082873,0.0,65.53,Detroit,Saint Clair,4.0493,6,29.67,0.0,0.0,0.0,MI,7.25,0.0,0,18.0,71435.0,Port Huron Township,2015,2
70.4079,0.9091,64.97,Hickory,Burke,2.9374,1,25.98,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,93450.0,Morganton,2004,1
67.0044,0.9091,43.06,Hickory,Burke,2.8678,2,44.16,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,78650.0,Morganton,2004,1
62.613,0.9091,10.46,Hickory,Burke,2.8561,3,83.4,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,81900.0,Morganton,2004,1
65.0011,0.9091,55.74,Hickory,Burke,2.8968,4,31.95,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,90500.0,Morganton,2004,2
67.5124,0.9091,66.13,Hickory,Burke,2.9374,5,23.97,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,106000.0,Morganton,2004,2
67.8813,0.9091,54.71,Hickory,Burke,2.891,6,32.3,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,103000.0,Morganton,2004,2
70.5152,0.9091,67.05,Hickory,Burke,2.8852,7,23.04,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,108175.0,Morganton,2004,3
73.5043,0.9091,56.45,Hickory,Burke,2.7633,8,30.54,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,110075.0,Morganton,2004,3
75.5858,0.9091,86.32,Hickory,Burke,2.6762,9,8.71,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,108600.0,Morganton,2004,3
75.6807,0.9091,86.98,Hickory,Burke,2.6181,10,7.65,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,106400.0,Morganton,2004,4
73.1119,0.9091,87.47,Hickory,Burke,2.7168,11,7.47,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,103350.0,Morganton,2004,4
68.5093,0.9091,89.02,Hickory,Burke,2.6588,12,6.4,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,90000.0,Morganton,2004,4
68.9927,0.9091,39.04,Hickory,Burke,2.6646,1,50.27,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,102775.0,Morganton,2005,1
61.79,0.9091,69.28,Hickory,Burke,2.7342,2,21.88,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,102725.0,Morganton,2005,1
67.3464,0.9091,93.53,Hickory,Burke,2.8097,3,3.94,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,103525.0,Morganton,2005,1
69.9816,0.9091,53.7,Hickory,Burke,2.7807,4,34.65,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,110500.0,Morganton,2005,2
74.9312,0.9091,78.15,Hickory,Burke,2.8678,5,14.09,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,119875.0,Morganton,2005,2
76.9124,0.9091,88.54,Hickory,Burke,2.9664,6,7.8,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,127250.0,Morganton,2005,2
80.2689,0.9091,93.2,Hickory,Burke,2.9955,7,4.53,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,135850.0,Morganton,2005,3
76.324,0.9091,84.81,Hickory,Burke,3.0129,8,9.4,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,132525.0,Morganton,2005,3
77.9291,0.9091,78.53,Hickory,Burke,3.0709,9,13.6,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,130475.0,Morganton,2005,3
74.8505,0.9091,38.55,Hickory,Burke,3.1174,10,49.77,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,118400.0,Morganton,2005,4
76.6579,0.9091,57.33,Hickory,Burke,3.1289999999999996,11,33.8,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,108800.0,Morganton,2005,4
80.6597,0.9091,65.94,Hickory,Burke,3.1987,12,27.24,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,112750.0,Morganton,2005,4
79.4674,0.9091,74.79,Hickory,Burke,3.2741,1,20.39,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,107300.0,Morganton,2006,1
76.3627,0.9091,70.87,Hickory,Burke,3.3206,2,22.78,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,106300.0,Morganton,2006,1
71.6409,0.9091,46.86,Hickory,Burke,3.4018,3,41.6,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,103800.0,Morganton,2006,1
74.4502,0.9091,79.39,Hickory,Burke,3.4715,4,16.27,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,119100.0,Morganton,2006,2
84.4914,0.9091,72.82,Hickory,Burke,3.5005,5,20.3,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,131300.0,Morganton,2006,2
85.9914,0.9091,71.88,Hickory,Burke,3.5818,6,20.93,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,143500.0,Morganton,2006,2
84.0564,0.9091,45.72,Hickory,Burke,3.6573,7,44.17,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,135850.0,Morganton,2006,3
82.8154,0.9091,75.0,Hickory,Burke,3.6805,8,18.91,0.0,0.0,0.3582,NC,0.0,0.0,0,0.0,126450.0,Morganton,2006,3
82.152,0.9091,66.94,Hickory,Burke,3.6921,9,23.92,0.0,0.0,0.35840833299999997,NC,0.0,0.0,0,0.0,121600.0,Morganton,2006,3
84.5675,0.9091,79.25,Hickory,Burke,3.6747,10,14.2,0.0,0.0,0.35861666700000006,NC,0.0,0.0,0,0.0,119075.0,Morganton,2006,4
80.5124,0.9091,78.77,Hickory,Burke,3.7037,11,14.27,0.0,0.0,0.358825,NC,0.0,0.0,0,0.0,116050.0,Morganton,2006,4
78.1043,0.9091,32.96,Hickory,Burke,3.8082,12,60.45,0.0,0.0,0.35903333299999995,NC,0.0,0.0,0,0.0,105842.5,Morganton,2006,4
69.668,0.9091,22.36,Hickory,Burke,4.1739,1,73.12,0.0,0.0,0.35924166700000004,NC,0.0,0.0,0,0.0,95307.5,Morganton,2007,1
66.3144,0.9091,31.37,Hickory,Burke,4.4294,2,61.17,0.0,0.0,0.35945,NC,0.0,0.0,0,0.0,85625.0,Morganton,2007,1
69.8675,0.9091,86.21,Hickory,Burke,4.4584,3,10.41,0.0,0.0,0.359658333,NC,0.0,0.0,0,0.0,101100.0,Morganton,2007,1
74.3658,0.9091,82.37,Hickory,Burke,4.441,4,13.58,0.0,0.0,0.35986666700000003,NC,0.0,0.0,0,0.0,104825.0,Morganton,2007,2
70.6297,0.9091,50.56,Hickory,Burke,4.4061,5,39.47,0.0,0.0,0.360075,NC,0.0,0.0,0,0.0,94375.0,Morganton,2007,2
72.7124,0.9091,54.64,Hickory,Burke,4.3307,6,35.99,0.0,0.0,0.360283333,NC,0.0,0.0,0,0.0,103075.0,Morganton,2007,2
79.5382,0.9091,77.36,Hickory,Burke,4.3249,7,17.65,0.0,0.0,0.360491667,NC,0.0,0.0,0,0.0,126200.0,Morganton,2007,3
85.8512,0.9091,59.81,Hickory,Burke,4.3249,8,32.46,0.0,0.0,0.3607,NC,0.0,0.0,0,0.0,148025.0,Morganton,2007,3
81.5636,0.9091,62.21,Hickory,Burke,4.2958,9,30.51,0.0,0.0,0.36090833299999997,NC,0.0,0.0,0,0.0,130900.0,Morganton,2007,3
89.3741,0.9091,42.32,Hickory,Burke,4.29,10,49.17,0.0,0.0,0.361116667,NC,0.0,0.0,0,0.0,130300.0,Morganton,2007,4
86.7999,0.9091,50.08,Hickory,Burke,4.3016,11,40.16,0.0,0.0,0.361325,NC,0.0,0.0,0,0.0,119350.0,Morganton,2007,4
84.2958,0.9091,75.46,Hickory,Burke,4.0868,12,19.17,0.0,0.0,0.36153333299999996,NC,0.0,0.0,0,0.0,111700.0,Morganton,2007,4
80.8283,0.9091,86.9,Hickory,Burke,3.7095,1,10.31,0.0,0.0,0.36174166700000004,NC,0.0,0.0,0,0.0,115250.0,Morganton,2008,1
75.7102,0.9091,80.1,Hickory,Burke,3.4773,2,14.92,0.0,0.0,0.36195,NC,0.0,0.0,0,0.0,106650.0,Morganton,2008,1
71.0603,0.9091,38.85,Hickory,Burke,3.4018,3,53.08,0.0,0.0,0.36215833299999994,NC,0.0,0.0,0,0.0,102850.0,Morganton,2008,1
72.6983,0.9091,40.87,Hickory,Burke,3.3728,4,50.71,0.0,0.0,0.36236666700000003,NC,0.0,0.0,0,0.0,110950.0,Morganton,2008,2
75.2641,0.9091,53.27,Hickory,Burke,3.4076,5,36.66,0.0,0.0,0.362575,NC,0.0,0.0,0,0.0,114500.0,Morganton,2008,2
77.6577,0.9091,44.85,Hickory,Burke,3.2915,6,46.9,0.0,0.0,0.362783333,NC,0.0,0.0,0,0.0,112350.0,Morganton,2008,2
83.4497,0.9091,30.38,Hickory,Burke,3.2451,7,62.76,0.0,0.0,0.362991667,NC,0.0,0.0,0,0.0,112600.0,Morganton,2008,3
80.3798,0.9091,44.7,Hickory,Burke,3.1928,8,46.1,0.0,0.0,0.3632,NC,0.0,0.0,0,0.0,116600.0,Morganton,2008,3
78.0226,0.9091,34.91,Hickory,Burke,3.2045,9,57.46,0.0,0.0,0.363408333,NC,0.0,0.0,0,0.0,111750.0,Morganton,2008,3
77.5595,0.9091,31.46,Hickory,Burke,3.1522,10,61.14,94.03578529,0.0,0.363616667,NC,0.0,0.9206,169900,0.0,117750.0,Morganton,2008,4
77.9362,0.9091,24.36,Hickory,Burke,3.0013,11,69.43,94.03578529,0.0,0.363825,NC,0.0,0.9154796070000001,169000,0.0,109850.0,Morganton,2008,4
75.4142,0.9091,14.82,Hickory,Burke,3.0477,12,81.15,93.75,0.0,0.36403333299999996,NC,0.0,0.9103592140000001,169900,0.0,108150.0,Morganton,2008,4
75.6031,0.9091,16.5,Hickory,Burke,3.0013,1,78.65,94.84815618,0.0,0.36424166700000005,NC,0.0,0.905238821,174900,0.0,99975.0,Morganton,2009,1
75.3881,0.9091,31.08,Hickory,Burke,3.0013,2,61.09,95.88888889,0.0,0.36445,NC,0.0,0.900118428,169900,0.0,97675.0,Morganton,2009,1
73.4654,0.9091,49.35,Hickory,Burke,2.9374,3,43.38,95.18678161,0.0,0.36465833299999995,NC,0.0,0.894998035,169900,0.0,95050.0,Morganton,2009,1
